si	if	1	98d5dd9137c9d7b1be643406c2064657	Si j’étais riche, j’aurais déménagé dans le Sud de la France depuis longtemps.
avant	before	1	75f13bfc5ff2aacd13098fe60bc0648f	Embrasse-moi avant de partir; tu vas me manquer.
y	there	1	c590f78b1784571d05e87ad1ca15bce4	Paris a l’air magnifique, j’ai vraiment envie d’y aller.
dire	to say	1	93d092f69de29be426c5c442893539ec	Il y a tellement de choses que j’ai envie de te dire avant que tu partes.
elle	she / her	1	12db500e4cdd07eaa5da9037aaa58e6a	Elle est malade. Son père prendra soin d’elle.
devoir	to have to / to owe	1	7c9266ed50c4990225b4c5d0f0fa3e96	Tu lui dois trois cents dollars! Tu dois absolument le rembourser.
donner	to give	1	0e0300b2978a96a05d9b833419dc29b1	Je n’utilise jamais mon four micro-ondes, alors je vais te le donner.
deux	two	1	83759f0128492772d90b098cf2295288	Il est difficile de trouver un nouvel appartement quand on a deux chiens.
même	same / even	1	653acab9f3d1494f43e89205249d3098	Karine a acheté la même robe, même si je lui avais dit de ne pas le faire.
prendre	to take	1	56b3bd1281794ac39631b5c68353620b	N’oublie pas de prendre tes clés avant de partir.
où	where	1	e5ddf301e468c1280b53849d9667a968	Où vas-tu? Reviens ici tout de suite!
aussi	also / as … as	1	043115fc7ac171603a571a6d48f14307	Je crois que Marine est aussi belle que l’aurore. Le crois-tu aussi?
celui / celle	the one	1	b7094e0909bde9fb8580062bf1eae80e	Tu vois l’homme dans le coin là-bas? C’est celui dont je t’ai parlé.
bien	well	1	44aa4bdb210b368d9d195d90f10f010f	J’ai entendu dire que Maxime ne se sentait pas bien aujourd’hui.
cela	that	1	45215884ee8b0263bfbfae5348a4b996	De quoi parles-tu? Cela n’a aucun sens!
vous	you (formal)	1	878e9a8f890b2910b01cd786ec0df3db	Vous êtes la raison que je suis venue ici ce soir, madame.
encore	again / yet	1	d4094f5f8d8a111892acba6050c3afa9	Oh non, pas encore! Nous ne sommes même pas encore partis!
vouloir	to want	1	ce5fa7d11d975eb05d1ec5747be1cc27	Il est normal de vouloir être aimé.
nouveau / nouvelle	new	1	11f2434c7763ffcffa82b7694c8f47cb	J’ai besoin d’une nouvelle chemise pour le mariage de ma soeur.
aller	to go	1	d19ec7e5e823fcc97b1de28d90f243b7	Je t’amènerais jusqu’au bout du monde. Où veux-tu aller?
entre	between	1	62d4cf0dcc32a02deea6691aa5ce60df	Il n’y a plus de magie entre nous.
premier / première	first	1	83312d083ba83c7cf574a040f2e04685	La compétition s’est très bien déroulée : Philippe a terminé premier.
aucun / aucune	none / no	1	c200f83a0d5c9de65a86d10d3dcf4820	Il n’y a aucune voyelle dans mon nom. C’est vrai! Il n’y en a aucune.
déjà	already	1	efda269c9ad07d9f7598419f4287b4b9	Pardon, je ne savais pas que tu étais déjà là.
grand / grande	tall	1	d6e620ef218fcf77c23400123ada86cb	Je ne peux pas sortir avec cette fille, elle est beaucoup trop grande!
mon / ma	my	1	54cf7e1284a76035eb7b7efde45e0a34	Je déteste laisser mon chien seul à la maison.
me	myself	1	974e9aa8f954676d1a72bff70635c8e0	Je dois être prudent avec ce couteau, j’ai failli me blesser la dernière fois!
moins	less	1	f62e206cbe3359befc3d164ca3c8d463	Ce serait bon pour ta santé si tu essayais de manger moins gras.
quelques	some	1	8d2cdfabd8313a6715a4593c9febc792	J’ai ramené deux pommes et quelques abricots de l’épicerie.
lui	him / her	1	4223e76860ea0577d773b89ad75e10df	Il lui a demandé d’aller au bal avec lui, mais elle a dit non!
un temps	a time	1	277a717b10e3bb7c8a106573c7222337	Il fut un temps où l’essence coûtait moins d’un dollar le litre.
très	very	1	8f51ecef022c84da5518a3024007005e	Le gâteau à la vanille de ta mère est très bon.
savoir	to know	1	685d6cfb635300450f2cc455011f51d9	Il est important de savoir cuisiner lorsqu’on habite seul.
falloir	to need / to require	1	be2a56b6487e47f0f27ea203baf75759	Il va falloir que tu remettes ce devoir avant mercredi.
voir	to see	1	982000e92854fe362c1f93b3c7c17937	Le soleil brillait si fort qu’elle n’arrivait pas à voir la route.
notre	our	1	851d1cc67f8b5ecc6789655c7e0d5911	Nous avons finalement réussi à vendre notre maison.
sans	without	1	e8556b196fd38744bef927876744b1c3	Dites ce que vous voulez, mais je préfère manger mes céréales sans lait.
dont	whose / of which	1	8e7c7c77e27e7a5ff27144517c3331b6	Le voisin dont la femme est décédée l’an dernier vient de déménager.
une raison	a reason	1	3eb88127dda2305ffacf394991e5a0a7	Donne-moi une raison de ne pas te jeter dehors!
le monde	the world / people	1	7018e4cd6c93c90f4e456c4b38b65c23	Nous vivons dans un monde où le monde est trop centré sur lui-même.
non	no / not / non-	1	926e0f6fd0a74a23c99de19a38446c78	Non! J’ai demandé de l’eau et non du soda! Non gazéuse!
monsieur	mister / sir	1	84b4727837a3577c3e42a69d176a4b1c	Monsieur, je crois que vous n’avez pas encore payé l’addition.
un an	a year	1	1a4fa163b46e07effd85965584d99f1a	Ça fait déjà un an que j’ai vu ma cousine Sophie.
un jour	one day	1	20879345e7b36191771b8ff8a95a6149	Un jour, j’étudierai dans une université réputée.
trouver	to find	1	f5f31be96e4effac06d9bab9544639e0	J’ai cherché partout mais je n’arrive pas à trouver mes clés!
demander	to ask	1	eb9fe9a348d7f2499aed014e8290c575	Je ne sais pas, va demander à ta mère!
alors	then	1	9c438e5057877b80b3c9071f72a13036	Le voyage est annulé? Qu’est-ce qu’on va faire, alors?
après	after	1	78fa13bdbcec3d742e14e33df0fd2aea	Je dois aller chercher ma petite soeur après l’école.
venir	to come	1	b6fffe8ac29cfea074f3bb807c8c061f	Sylvie a une intoxication alimentaire, elle ne pourra pas venir avec nous.
une personne	a person	1	2c09776b8b79324f33d39fbc1719cf69	Je connais une personne qui peut chanter l’opéra merveilleusement.
rendre	to give back	1	f9bc244026136176bb147f502a49319a	Gérard, tu dois lui rendre son téléphone portable avant qu’il se fâche.
une part	a share	1	9f297ba659b9999195ac3a6d4deff2ce	J’ai acheté une part de cette entreprise.
dernier / dernière	last	1	7a9e6c8f3bc39dfc17ff1e007b28c13f	La dernière chose que je veux, c’est de te voir souffrir.
lequel / laquelle	which (one)	1	1dbc0725d34dfd5b36cd7a5fdbfe60fe	Lequel de ces sports préfères-tu? Le hockey ou le football?
pendant	during	1	6663408849f821a504d4bf32646f39a6	Carl était en Floride pendant l’été.
passer	to pass	1	cc9c313281008d2835dcd034ad9d8ba6	Essaie de passer la balle parfois, c’est un sport d’équipe!
un peu	a little	1	ae01e7c0d493f209d97e03ca5970f0b3	J’aimerais avoir juste un peu de ketchup avec mes frites, s’il-vous-plaît.
depuis	since / for	1	89164fe12fd9dd595386c11a69180753	Nous sommes mariés depuis vingt ans.
la suite	what follows	1	1f26d61b5b7689056667bb24e44c3f30	J’ai hâte au prochain épisode, j’aimerais connaître la suite.
bon / bonne	good	1	8d477756fcb06cbd9f38f3c4003e3d12	Merci Mireille, le repas que tu as préparé ce soir était très bon.
comprendre	to understand	1	328bb8b3b7d3d3f673d62a0604b8244d	Je te l’ai déjà dit vingt fois, quand vas-tu comprendre?
rester	to stay	1	6b3dcfe17e1e47b4491b9c6692dd31e4	Tu dois rester, la fête vient tout juste de commencer!
un point	a point	1	e5006facceede7a2f663757f5d89ef4f	Il a mis de l’avant un point très intéressant lors de son exposé.
ainsi	thus	1	425367c95af05f829d7360d49152bfc2	Il est ainsi très important de suivre les instructions à la lettre.
une heure	an hour	1	b3a9516f44d1dfdaad3409808a0594f9	Je t’attends au parc depuis une heure.
une année	a year	1	1c032d152b444c57a994633fb2ec02cf	Depuis combien d’années habitez-vous ici?
toujours	always	1	e93010841a34dd02a4ea91ddc6643eda	Je serai toujours là pour toi, peu importe ce qui se passe.
tenir	to hold	1	a4ad2d6696528328708e880e1a47ad78	N’oublis pas de tenir la main de ton frère avant de traverser la rue.
porter	to wear / to carry	1	7cced69cde2bc6571140f1b004cc5ad6	Tu veux porter des talons hauts? Tu auras mal aux pieds et je devrai encore te porter sur mes épaules!
parler	to speak / to talk (to)	1	566cf40bc634d511ebca9a600568f069	J’ai vraiment besoin de parler à quelqu’un à.
seul / seule	alone	1	b3edcd20a9d508c2f84f70bc6f24edde	Ma meilleure amie ne peut pas venir, alors j’irai seule.
montrer	to show	1	25a170058827b5a0de5779996683d882	Viens par ici, j’ai quelque chose à te montrer!
là	there	1	2b22c2efaa2a42c970240dec396544e4	J’ai entendu un bruit étrange… Qui va là?
certain / certaine	certain / sure	1	d8ce3c1c00b3c527176e90abd1bb564f	Joannie, es-tu certaine de vouloir acheter cette voiture?
fort	strong	1	c915ddbb17604255650a37679c55c5a1	Je n’aime pas ce vin, il est trop fort.
tu	you (informal)	1	2075e36a7764c6dbabc50b0f0b44e02c	Tu aimes les chats et j’aime les chiens, ça ne pourra jamais fonctionner.
continuer	to continue	1	a6ba1e88e66109ef1a4f097317b0914f	J’aimerais continuer cette conversation une autre fois.
un pays	a country	1	09b415ce8717e7d3787485e5eabbe50c	Le Canada est un pays incroyable, rempli de beaux paysages.
la fin	the end	1	cf95313fe4cbe5485360e595a1f5b6d7	Tu dois absolument payer le loyer avant la fin de la semaine.
penser	to think	1	806aeca24d15a53f25f7f4b102a2891f	Je besoin de temps pour penser à ce que nous pourrions faire demain soir.
un lieu	a place	1	e8addb84e5a13a8e6d73a7d74b6feb86	Le Québec est un lieu magnifique et son histoire est captivante.
une partie	a part	1	ada635a0518992d3c451427485fb1f23	La musique est une partie importante de ma vie.
quand	when	1	7ab498bdceb46ffb8ae96f3557060b70	Quand vas-tu enfin répondre à mes messages?
trois	three	1	1203501d261519be6ff88be268475a82	Je dois partir, mon vol est dans trois heures.
contre	against	1	17147585000455f2467fb70de172da34	La traversée sera beaucoup plus longue si nous navigons contre le vent.
sous	under	1	9019327989728a1b270f9e960cdc6715	Je te rejoindrai sous le pont à minuit.
le côté	the side	1	21dc42799dd406b77b5bcc321094f190	J’ai planté des tomates et des concombres sur le côté de la maison.
ensemble	together	1	3bee74520a16f2ca56a5b741fb722e9d	Nous jouons ensemble au tennis tous les mercredis.
une chose	a thing	1	1bc544252d6de4d24f00bc4376d6b202	J’ai une chose très importante à faire avant de partir.
un / une enfant	a child	1	65dc27b00473e05d7a99ac5afe45c1d4	Ma sœur sait comment s’occuper d’un enfant.
suivre	to follow	1	c5e62d2b94c57d410cc9e8f3beae3dfe	C’est simple : tu dois suivre les instructions.
une cause	a cause	1	a53597d851d453f3730758e29f6cca97	Il y a une cause à toute conséquence.
une place	a space / a place	1	2f91270bc489185e6987c5214d294933	Je hais le centre-ville, c’est impossible de trouver une place de stationnement.
seulement	only	1	5ecfffd02beb5e5088882bcfc7e0684e	J’ai seulement cinquante dollars dans mon compte en banque.
moi	me	1	49346224c24dbe829a7987def5dbb0f9	Ma mère aime le poisson, mais pas moi; je préfère le poulet.
la vie	the life	1	b4eb38bb971447cb2488d3b61724bd95	Grâce à toi, j’ai la vie dont j’ai toujours rêvé.
la politique	politics	1	494ba54892a943f1bc786323c1646169	J’ai toujours été intéressée par la politique.
jusque/jusqu’	to / until	1	47f540cf5ad447a75e19da837f5b5489	On doit se rendre jusque chez moi avant huit heures. Jusqu’à quelle heure travailles-tu?
croire	to believe	1	d30f7781945f5fa180ded7796c4414f3	Tu ne dois pas croire tout ce tu lis sur l’Internet.
un homme	a man	1	f8e27ce47fdd32472bbd3425753a5dc1	Il y a un homme dans le salon.
un cas	a case	1	62ee3de35de87b85b48b5a5326683e2c	Dans ce cas, je serai à la maison avant neuf heures.
connaître	to know	1	823899f4ea8d0c894b8aaede1a43489a	J’aimerais beaucoup apprendre à te connaître.
commencer	to begin / to start	1	ec3e329834e41210c7e1d0e116c569fb	Je vais commencer à faire mes valises, je pars demain.
compter	to count	1	895552caf94cfc4f18cb196770e203b7	Mon neveu de quatre ans a déjà appris à compter jusqu’à cent.
un fait	a fact	1	adf66ecdb739145479f167d5a7901e7a	Je l’ai vu dans un documentaire, c’est un fait!
tel / telle	such	1	94639e8b192066e87901eff5de27fdba	Une telle œuvre d’art devrait être affichée dans un musée!
petit / petite	small	1	dfc4c7ff16ec0cd82db3cb2410906456	Mon chien est petit, mais il a beaucoup d’amour à donner.
une question	a question	1	0529f85ab420d694b150a5ff4b702adc	Où est Martin? J’ai une question à lui poser.
donc	so / therefore	1	0eb4d26a81c84965b86723e3c919993e	J’ai manqué l’autobus, donc je serai en retard à ton récital.
quel / quelle	what / which	1	f3ac688a7a3fe53be8ac987787e25c71	Quelle est ta saveur de crème glacée favorite?
général / générale	general	1	af88d2f9b870793c7f863166008b358e	J’aime la musique en général, peu importe le style.
entendre	to hear	1	b9fb95ae524cd99973c89948e9a1db0b	Parle plus fort, je ne peux pas t’entendre avec tout ce bruit!
beaucoup	a lot / many	1	1da0d5f98945e77e47ed98d525df7987	Ce film est excellent, beaucoup de gens m’en ont parlé.
chaque	each / every	1	ba20e68011b2433f4286764d61c9aa0e	Chaque personne est différente et tu dois l’accepter.
le droit	the right	1	59510174d989cb0ab43c60992bc05697	Maintenant que j’ai dix-huit ans, j’ai le droit de voter.
un moment	a moment	1	4e20f2fa3838f51205ba46ded0c73254	La lionne attend le bon moment avant d’attaquer sa proie.
le travail	work	1	826e451ffbd7b31bd388efc867d7ae7a	Depuis que son mari est décédé, elle se réfugie dans son travail.
une femme	a woman / a wife	1	044fce8fe53e68717721b4c6619ba16d	Cette femme est extraordinaire. Un jour, j’e la ferai ma femme!
attendre	to wait	1	8c0c656d2345b10fdbd312bc385da4b8	D’accord, je vais t’attendre avant de partir, mais fais vite!
remettre	to put back	1	ab24fab24be876feabbde191a95951f1	Je te donne cinq seconds pour remettre ton portable dans ta poche.
jeune	young	1	d71a063972770b7049a72d9f6b3b175a	Je n’arrive pas à croire qu’elle soit déjà diplômée, elle est si jeune!
permettre	to allow	1	e658994d52f579d68cbf05605da0c913	Le gouvernement ne peut pas permettre ce genre de choses.
occupé / occupée	occupied / busy	1	52889acd82f39e76d833b39b7bd6fd4e	Pardonnez-moi monsieur, ce siège est-il occupé?
le gouvernement	the government	1	5648fd9482497505a6b3ebbde2b4915c	Je crois que le gouvernement doit honorer ses engagements.
eux / elles	them	1	794141c42e9ec0a2d0ddb6d1276da8fc	J’irai au centre commercial avec eux demain.
appeler	to call	1	2df9f846bbe813023c4a73eca9541390	J’ai entendu un bruit… je vais appeler la police!
devenir	to become	1	4facd144f155d4c02b5ddaccf6ad6d72	Ce cocon va devenir un joli papillon dans quelques jours.
partir	to leave	1	9c62a73aff1afe6b34b621d80b5294c5	Nous allons être en retard, nous devons partir maintenant!
décider	to decide	1	3cff94182f8012ab4a05f4d21dce030e	Il ne reste plus beaucoup de temps, tu dois décider pour qui voter.
soit	either… or	1	e755f8efe068bc6debf11c29ca5adef6	C’est simple : soit tu te calmes, soit tu marches jusqu’à la maison.
ici	here	1	ee64f134ed4ef9c57d820c82ddf3252c	Où est Marc? Je croyais qu’il était déjà ici.
rien	nothing	1	741047ec1d5f9f259aebb67613a84c6a	Depuis que Jacques est parti, je n’ai plus rien à faire ici.
un plan	a plan	1	b3f58fae9c59b79856103793ccc234bd	L’entraîneur a un bon plan pour mener l’équipe à la victoire.
un cours	a course	1	038d9e30cbead2d49f6296c462426639	Elle a pris un cours de français pour perfectionner son vocabulaire.
un nom	a name	1	475dd8023ed9538484e13365012f2acb	Je croyais qu’elle était Portugaise, mais elle a un nom français.
une famille	a family	1	99fe7ea634c1acce2e6539c050fa376e	J’ai une famille étrange, mais je l’aime quand même.
un effet	an effect	1	a3d29d96b17129c2d8c1aff6a6e4865b	Paul sait comment se faire remarquer, il a vraiment un effet sur les gens.
une affaire	a matter	1	ca5090be1312bfd667e4b60f833568f7	Je vais te rappeler plus tard, j’ai une affaire importante à régler.
arriver	to arrive	1	45788f7ecff6a11a73fbe78183bf5080	Puisque nous sommes partis à sept heures, nous allons arriver vers le dîner.
servir	to serve	1	a243f631f1705e25d102d5fb4fc1a627	Dans mon cours de cuisine, j’apprendrai à servir les meilleurs plats.
un mois	a month	1	54829567cc6cb66a1e685f2f140405c3	J’irai voir un concert à Toronto dans un mois.
jamais	never	1	375d7bba9c2e1f9dc58e9f56f1b13fff	De quoi parles-tu? Je n’ai jamais entendu parler d’une telle chose.
car	because	1	eedfe78f4240b2b9d0bd0b027cec9e9b	Je n’ai pas pu prendre ton appel, car j’étais dans la douche.
possible	possible	1	0d3bf4169090aeee52419de333dd29ad	Tout est possible lorsqu’on travaille assez fort.
tant	so much / so many	1	784aca1c8a2a56d711d15941359ec0ca	Mon père est extrêmement généreux; je l’aime tant.
vers	towards	1	463ef6d5531338ad4a31a0801709f919	Envoies la balle vers moi! Je sais que je peux marquer!
un besoin	a need	1	686acab6c0ebdac0c3b4a9e91a8c80e6	J’ai un besoin urgent de mettre de l’argent de côté pour mon voyage cet été.
revenir	to come back	1	79d4dc7a8404e94bd860bca367a1cc63	Il est parti ce matin et il va seulement revenir dans deux mois.
sembler	to seem	1	00dd866c1ab9a35b2db65d7fd2eb7565	Je te l’ai dit vingt fois, mais tu ne sembles pas comprendre.
un moyen	a means	1	6e18e49b5452b6e82e6a775dd93492b6	L’autobus est un moyen de transport que je préfère éviter.
un groupe	a group	1	3c6d817167abe11bc13bfc6636dfccc8	Un de mes collègues enseigne à un groupe de trente-deux élèves.
un problème	a problem	1	982ab673be5fe898c003d990884e9377	J’aimerais que tu m’aides à résoudre un problème.
un rapport	a report	1	4f8450a97d75328b037a4ee485c57d08	Je dois aller au bureau, j’ai un rapport à remettre à mon patron.
dès que	as soon as	1	88e84265a9ba61f3d9a3f1bc33b218ba	Je commence à m’inquiéter, appelle-moi dès que tu arrives à l’hôtel.
peut-être	maybe	1	14f71dbef6048b42c7552240c79e2e31	Peut-être que tu devrais arrêter de croire tout ce que Pierre te dit.
maintenant	now	1	2a1da4e82059682b264af8b26cd2e494	Elle part demain, alors c’est maintenant ou jamais!
pourquoi	why	1	59ec74350e281cb3fb84385dcc8651f7	Pourquoi crois-tu que les voisins déménagent?
meilleur / meilleure	best	1	01a9ab653b4c15ca42dc3fd4ad2686cf	Elle est la meilleure pianiste que j’aie entendue depuis longtemps.
une vue	a view	1	628b2a504b0e51527d26bf69324f4a70	Nous aimerions réserver une chambre avec une vue sur la mer.
trop	too much / too many	1	26aaf7bc311903f68fb75f186671f6e1	Tu t’en fais trop avec des choses sans importance.
laisser	to let / to leave (something or someone)	1	379b53d6c248d0873bf84a77c1cf0c51	Yves m’a dit qu’il allait me laisser. Apparemment, je suis « incapable de le laisser travailler en paix ».
un ordre	an order	1	e6e9cdd6b324ddd379da1794451aef03	Range ta chambre, c’est un ordre!
devant	in front of	1	576a16972ea1121de32318d8aaf71bf7	Je n’ai rien pu voir, car il y avait trop de personnes devant moi.
recevoir	to receive	1	8582d4116ce8a019306474ec1851be9d	Je m’entraîne tous les jours pour recevoir cette médaille d’excellence.
répondre	to answer	1	42fb827eb03feef071fad7bd4d17469c	Je ne peux pas répondre à toutes tes questions.
long / longue	long	1	d13061790667718f2d2c6a3593403cda	J’ai passé une longue journée au bureau, j’ai besoin de me détendre.
un service	a service / a favor	1	9c94405aa63afff57bdf74b0ff8a74d1	Rendez-vous service et offrez un meilleur service à la clientèle!
un / une ministre	a minister	1	a7093b400b381398c84861085e833b2a	Nous avons réellement besoin d’un ministre de l’Éducation qualifié.
vivre	to live	1	5d5a6061e0a63b6662aea3da27a62443	Je préfèrerais vivre à la campagne qu’au centre-ville.
chez	at / to (someone’s)	1	f0fc7635d42a4166e29e18f493e3b2de	On peut manger chez moi ou on peut aller chez Marie-Ève.
te	yourself	1	ccc17677701abee182feadcc5890371d	Tu te coupes toujours avec ce couteau de cuisine, fais attention!
rappeler	to call back / to remind of	1	61b3ca548938264ee711455de8c548d9	Je dois rappeler Jasmine pour lui rappeler de ne pas oublier ses clés.
en face de	in front of	1	849bc814017ff0f348e53ed284cd372b	Elle était en face de moi, mais je n’ai pas été capable de lui dire la vérité.
accepter	to accept	1	c887a99962f45dcc1a4d16e1dba6fcf0	Tu dois accepter mon invitation pour qu’on puisse jouer en ligne ensemble.
agir	to act	1	981901b42f8835a61a1e1a6ef64dfe7a	Si tu ne peux pas agir de façon appropriée, on rentre à la maison.
simple	simple	1	2f43b9569b28d3391e57e0b9132c3a6d	J’aimerais devenir médecin, mais ce n’est pas si simple.
présenter	to present	1	592eba54a3261ec31a39d343e5306eca	J’ai plusieurs théories scientifiques à vous présenter.
votre	your (formal)	1	e047bf3778a371d8e8d4801f112e26b7	Puis-je avoir votre numéro de téléphone s’il-vous-plaît?
important / importante	important	1	101ce020cf23eda1464ec4a1a64c3229	Cette voiture est très importante pour moi, elle appartenait à mon père.
présent / présente	present	1	72541fd5705d6d5555bcbc9d64c0905e	Amélie n’était pas présente en classe aujourd’hui, est-elle malade?
mieux	better	1	969087d417d28f0f061360d72716e06c	Si tu veux gagner la médaille d’or, tu devras faire mieux.
plusieurs	several	1	145c6f5f603d3063f37919b93e0f44d3	J’aime beaucoup ce restaurant, j’y suis allée plusieurs fois.
jouer	to play	1	9ebfbd5f73c5d7a39fbefbf8560d8cff	Je n’ai pas le temps de jouer aux jeux vidéos avec toi en ce moment.
un mot	a word	1	4f1ad76b9c7f376b9a902e8022392095	J’apprends au moins un nouveau mot chaque jour.
reconnaître	to recognize	1	82e3ea42c85355d04f7a73e440713388	Ma mère est très âgée, il lui est parfois difficile de me reconnaître.
poser	to pose / to ask	1	bc92bcd3783a09147d436be518ec8b8b	J’ai quelques questions à vous poser. Cela va-t-il poser problème?
une situation	a situation	1	84a05a7632e49bea9336309f5ddacffe	Je me suis retrouvée dans une très mauvaise situation.
offrir	to offer	1	f45f85936fb0b3b77976f40d72952b3f	Je n’ai pas beaucoup à t’offrir, mais je t’aime de tout mon cœur.
près	near / close	1	531d1dac25a10ea40110bf076fec627d	Attends-moi près de la sortie, nous partirons ensemble.
une force	a force	1	ea883a34cd830e246906f741b50a258c	Je détecte la présence d’une force surnaturelle dans cette pièce.
national / nationale	national	1	be1377aea881f1356318cf568a261790	Au Québec, la Fête nationale est le 24 juin.
un projet	a project	1	dc08f3388660a7d621f8ab56bcb72008	Un de mes amis m’a parlé d’un projet intéressant.
ni… ni	nor	1	c92f2641e3fe4d3f19ff1d938e8eaa5a	Je n’aime ni le foot, ni le baseball.
choisir	to choose	1	65a51bb7cfe892b699174d6ab5141b8d	Tu dois choisir quelque chose sur le menu, le serveur arrive!
toucher	to touch	1	c8f0db70628b173b07a174f67141526a	Il est interdit de toucher les artéfacts au musée.
le train	the train	1	2c8f890a7802e4a9f80c9acebc4b4b53	Le train coûte beaucoup moins cher qu’un taxi.
aujourd’hui	today	1	c7cdf4162c18d2e185457a7018df9374	J’ai beaucoup de choses à faire aujourd’hui.
comment	how	1	b19029ed3be334a81ea5fd3fc87361f2	Ce livret explique comment assembler le bureau.
puis	then	1	92c45d1c56aaffe0b78ee0e5f29bee08	Elle a lavé sa voiture, puis elle est sortie avec amis.
des gens	people	1	d89d3d54cfb5d38fbe28b23a0622e67a	Il y avait des gens en colère devant le Parlement ce matin.
propre	clean / proper	1	27b9deb1cf81195bace7eb7bc82eae25	Je m’assure que mon appartement soit toujours propre.
grâce à	thanks to	1	2553305b91006707a842fc60153cb86f	Je me sens tellement mieux grâce à toi.
une idée	an idea	1	caf2dbc9735ae3ed8ebaeed8af47a6e9	Geneviève a une excellente idée pour notre projet d’équipe.
surtout	especially	1	d7fb0d96e899e5bc846e6b82b7989878	J’adore les chiens, surtout les labradors.
une région	a region	1	84a5c727cb9c7fc5c4f4483d32063be6	Ma grand-mère habite dans une région où il n’y a pas de réseau téléphonique.
aimer	to like / to love	1	a8b676d82696c49c50d621932d8579e9	Il est difficile d’aimer quelqu’un en qui on ne peut pas avoir confiance.
